Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Years,Spending_Level,Payment_Size
37.0,Manager,39479.34609879445,7056.913023423136,3,2,12.0,0.0,3,0.0,1.286466796661966,1.0,Good,1.3395002474465967,33.58555217126264,No,339.70197049771156,1161.1237023731326,Good,26.0,High,Medium
43.0,Lawyer,94482.74765634579,9462.373010149282,8,3,9.0,2.0,5,9.0,10.626263349412662,4.0,Good,0.5368130974542544,24.10200145862323,No,222.74282239534068,289.8221551817579,Good,29.0,High,Large
23.0,Journalist,33021.879639462735,3239.64962283847,5,6,1.0,2.0,31,4.0,1.9635184906875152,2.0,Good,0.2363429896619568,24.721861083715627,No,215.71018231275713,582.9102378148135,Good,16.0,High,Small
34.0,Mechanic,33457.883503854355,2618.230631748405,10,8,16.0,7.0,14,13.0,16.245650426222607,12.0,Standard,1.7459019419626538,25.231204853577633,Yes,100.92785276875132,291.4809181733208,Poor,19.0,Low,Small
49.0,Scientist,69421.940925796,7540.264726809995,3,7,10.0,4.0,16,11.0,10.205045105430255,0.0,Good,0.27522549644612526,32.43572369753842,No,472.0592072535611,706.7989596406444,Standard,18.0,High,Small
20.0,Scientist,50377.492133189,4185.227414687224,10,10,24.0,6.0,61,23.0,8.369376737277753,14.0,Standard,2.622839433196389,24.495013314664842,Yes,160.6249424809521,331.81243087547045,Poor,10.0,High,Large
41.0,Journalist,67818.17607859477,5760.08424434208,7,8,18.0,5.0,34,17.0,27.530900550460657,7.0,Bad,3.4090307443996544,22.472976059007237,Yes,211.17934243358815,279.8049532203467,Standard,8.0,Low,Medium
24.0,Doctor,20170.65918141258,1814.4460990544376,10,10,17.0,7.0,63,19.0,4.7472726505279335,14.0,Bad,1.363167905882221,27.423259166865915,Yes,115.42001249077582,309.81395996799677,Poor,4.0,Low,Small
17.0,Journalist,64281.9063616333,5998.867478179163,6,6,10.0,2.0,31,11.0,1.1145653598319525,9.0,Bad,2.582042227822153,31.043541307087676,No,142.05506505554553,396.5830561290122,Poor,24.0,High,Medium
17.0,Lawyer,63215.95057720378,5600.990178108918,7,6,26.0,4.0,31,12.0,17.241632312848175,5.0,Bad,1.8484867683584978,34.507667424208215,Yes,144.7143886013098,381.5519210676306,Standard,19.0,Low,Small
21.0,Developer,143807.42012335185,12183.718039472411,5,6,5.0,2.0,16,11.0,7.761770695483,6.0,Standard,0.6800589916635216,42.14619873228176,Yes,478.4611713980496,292.05580244566306,Standard,31.0,High,Small
45.0,Writer,39861.62895905448,2923.5337165370984,5,5,2.0,1.0,3,0.0,10.865736999494176,2.0,Good,0.8047263529325517,32.922110470656165,No,110.13875813955221,485.4118244376085,Good,25.0,High,Large
31.0,Doctor,36100.123299420084,2834.358520191255,5,4,9.0,1.0,17,4.0,7.098198598671969,1.0,Good,0.5084511698074103,39.1979710955576,Yes,118.86026491398775,391.14496523837386,Poor,24.0,Low,Missing
33.0,Engineer,77942.60098987818,6905.48241297959,6,9,19.0,6.0,43,21.0,26.51907332262476,11.0,Bad,2.378747917691795,37.914986569860886,Yes,240.96087864490957,353.1415807290743,Poor,9.0,High,Medium
22.0,Media_Manager,20169.94008180408,1505.5789791643426,9,9,27.0,4.0,61,12.0,14.597411309224043,10.0,Standard,2.6709444048167694,25.459764583210983,Yes,133.51667251729543,228.20261039096908,Poor,12.0,Low,Small
26.0,Entrepreneur,92155.08510807189,10385.773799954191,2,7,11.0,2.0,3,9.0,3.869631192441683,4.0,Good,0.3820939239811443,32.985912366560754,No,300.7192788830861,795.9530547287162,Good,32.0,Low,Medium
51.0,Architect,27091.61004313553,9606.99751138877,3,4,16.0,4.0,28,12.0,8.522546331923472,1.0,Good,0.07268707936445216,29.395520810222333,No,165.20923656020753,677.4850674390635,Good,18.0,High,Large
22.0,Engineer,31087.40778114397,9404.48014673456,3,6,26.0,2.0,25,14.0,5.5194460201251285,12.0,Standard,0.7323887901674756,30.95262753071103,Yes,130.64993152911308,1084.4218008431626,Poor,31.0,Missing,Missing
19.0,Manager,103283.2808230874,9087.698267006543,5,4,4.0,1.0,14,13.0,11.584373485440958,11.0,Standard,0.34990990048211146,30.071863835192882,Yes,205.4673980839642,773.0596603559756,Standard,28.0,High,Large
48.0,Media_Manager,34983.727599475336,3146.199526683688,3,5,15.0,2.0,8,12.0,0.7912993500932161,4.0,Good,0.7449081358555174,35.16510216563525,No,130.7618563863077,419.6063079047001,Standard,21.0,Missing,Missing
36.0,Accountant,24647.953365484052,967.1300725001412,7,3,4.0,1.0,11,2579.0,10.09583575184384,11.0,Good,0.7006563801541086,35.07285939852417,No,129.56628055465282,257.9394924388567,Good,30.0,Low,Small
20.0,Musician,57307.62577807264,5901.486412439173,5,4,20.0,1.0,26,18.0,18.652676125623927,8.0,Standard,1.3712098664090444,30.735126124234625,NM,253.89630329547947,668.0739470150276,Standard,17.0,Low,Large
51.0,Doctor,121510.35036209882,9582.65991768864,5,4,5.0,4.0,7,18.0,8.230543904665323,1.0,Standard,0.8423963965708642,23.062273133699986,Yes,291.64482311989775,484.5033566507287,Good,15.0,High,Small
27.0,Journalist,25568.140852844386,2565.3201456433785,3,7,10.0,4.0,26,7.0,11.089687827671977,6.0,Standard,1.0805581833133928,37.67926866526686,NM,128.5244024334689,417.6698034613904,Standard,17.0,High,Large
33.0,Engineer,8479.23405597468,698.8442087514144,8,9,15.0,4.0,15,10.0,9.451087846764295,6.0,Standard,1.589255070172788,39.33481467891129,Yes,49.697202420255564,316.48951215717733,Poor,5.0,Low,Medium
34.0,Engineer,90443.71967042115,9160.682699837784,2,5,10.0,2.0,7,4.0,8.823243883720588,4.0,Good,0.5932966814562752,27.74544950413821,No,305.0299195026539,698.5760543804323,Good,31.0,High,Missing
38.0,Teacher,84768.59051448737,8017.3427918271345,5,7,3.0,3.0,11,0.0,8.106639967954967,2.0,Good,0.7210155561354511,30.901264861254937,No,487.18655601648425,959.1257828906587,Good,22.0,Missing,Missing
35.0,Architect,27532.97767219427,2171.5807321963334,9,5,15.0,6.0,19,9.0,22.838058423980407,10.0,Bad,3.4472590221062935,29.912116187751245,Yes,50.45447011281917,281.302020114251,Poor,2.0,Low,Small
21.0,Entrepreneur,20712.327208907813,1710.1160608648863,5,3,7.0,0.0,6,5.0,6.232261035217645,3.0,Good,0.7604302743306188,30.603931621479884,No,54.12496714697852,353.0845328261512,Good,16.0,Low,Medium
17.0,Engineer,41966.08592948153,4624.394151661305,8,4,7.0,2.0,15,2.0,9.432511592529499,4.0,Good,0.04112622370600699,34.51745656258195,NM,559.4729691855187,96.99183812953827,Good,25.0,Missing,Large
34.0,Accountant,40643.54450823277,2682.479097466503,3,5,21.0,4.0,17,13.0,0.6528874688767727,10.0,Standard,0.3392207924349845,35.54792526997461,Yes,158.9087296225762,292.2877043261142,Poor,11.0,Low,Large
20.0,Media_Manager,59275.58909377497,5603.798475953888,9,8,28.0,8.0,35,18.0,25.964652528222505,12.0,Bad,4.454295102740038,33.218103756343844,Yes,202.63333577249773,344.8170623412493,Poor,6.0,Low,Medium
32.0,Media_Manager,74589.18323597495,6784.783203077653,8,6,20.0,5.0,16,22.0,26.684106863638096,10.0,Bad,1.4678765332843424,36.00240468464965,Yes,414.21145309602144,752.8640017127248,Standard,10.0,High,Small
42.0,Teacher,119317.92860725465,4935.361079791469,7,6,13.0,3.0,15,15.0,17.75967933597407,0.0,Standard,0.43275751225095443,39.2481559029766,Yes,229.74293148253727,218.3739300020428,Standard,27.0,Low,Small
23.0,Media_Manager,17531.67933282,1574.3273317053652,8,6,13.0,3.0,24,6.0,6.8786268118215625,1.0,Good,0.27753123656614476,36.864112154758715,No,95.71378023935911,231.3581704234541,Poor,26.0,Low,Large
37.0,Lawyer,18887.71588580415,6597.3494291149755,5,3,13.0,0.0,2,3761.0,18.63827394904756,5.0,Standard,0.14161183921192533,35.22672412888551,Yes,146.28619570839516,321.83787053432656,Good,22.0,High,Large
26.0,Mechanic,47958.72602953119,3388.4343119273713,4,5,5.0,1.0,23,5.0,4.860599832448912,4.0,Standard,1.3177258393589268,34.48119440933038,No,168.21787857384146,626.1524150831564,Standard,20.0,Low,Small
16.0,Architect,54002.23240892995,4297.58394379218,6,7,29.0,8.0,55,16.0,10.967148426822284,9.0,Standard,2.4662705128184763,30.942288181199185,Yes,268.6163700454413,478.4123053753305,Poor,11.0,High,Medium
30.0,Engineer,36030.5782688943,4308.8317599585125,6,6,12.0,5.0,25,16.0,17.685583090731335,8.0,Standard,0.2642325029933909,27.17585245670611,Yes,129.17768650414857,466.76946217959363,Standard,9.0,High,Small
54.0,Lawyer,31982.770772197113,2790.1830205407305,0,4,6.0,1.0,7,0.0,7.895122989768811,1.0,Good,0.2701510922482647,33.370769658584734,No,105.58387492901016,516.029911671787,Poor,30.0,High,Medium
40.0,Journalist,32492.966284008642,2777.5129831347567,5,7,3.0,2.0,18,10.0,7.328197830065314,4.0,Good,0.391091200963327,34.53415854137378,Yes,170.55135110653956,245.2083457626444,Standard,18.0,Missing,Missing
28.0,Engineer,9259.316820132877,652.8352650410977,8,9,31.0,4.0,26,14.0,9.071233203020412,8.0,Standard,2.4989580635794737,27.67159347046082,Yes,68.37168124880489,273.1982048690208,Poor,10.0,Missing,Large
20.0,Scientist,41702.62390226305,9439.884656919263,1,2,7.0,1.0,15,11.0,5.855320389686886,1.0,Good,0.06258995428080741,29.81315366148841,No,153.01272090341735,320.2846943588662,Good,19.0,High,Medium
29.0,Writer,80695.83646811028,2876.407535182376,6,5,32.0,6.0,63,18.0,15.291715185329156,14.0,Bad,2.478794239459302,25.353163661612243,Yes,179.32513967577384,443.2446300608345,Poor,6.0,Missing,Missing
30.0,Doctor,22779.45152841972,3152.654755460384,8,4,6.0,3.0,27,8.0,13.067088138389256,3.0,Standard,1.2708451391464033,28.29197383335066,Yes,164.4747418642244,429.3197666462909,Standard,20.0,High,Small
22.0,Mechanic,16646.451624442452,1287.9757737062953,8,9,27.0,2.0,62,12.0,9.08898849665163,15.0,Bad,2.4984779773583234,30.033673314538483,Yes,128.82481200082168,310.85472460244415,Poor,12.0,High,Large
55.0,Developer,29818.018543441172,3366.3762943365887,0,7,8.0,3.0,12,11.0,2.045907016575245,0.0,Good,1.277624159210595,34.44287604890279,No,88.72495823782793,300.0494298214707,Good,17.0,Missing,Missing
54.0,Scientist,108109.67747390573,10467.02087060367,3,2,1.0,1.0,4,4.0,4.992401016204266,3.0,Good,0.6841831353627805,29.77526736516202,No,421.1058686098701,656.0277082901015,Standard,26.0,High,Large
24.0,Scientist,18988.84806727004,2609.8143796953245,4,5,13.0,4.0,7,8.0,11.983486877627131,4.0,Standard,0.9608087218610559,30.44698391006402,Yes,197.37129642630862,252.38487644790737,Standard,18.0,Low,Small
20.0,Engineer,40004.88119685234,3250.542187721398,3,7,6.0,3.0,17,0.0,1.672320790557932,4.0,Good,0.3342732981801251,39.37160077703131,No,170.19217041292646,385.28468916333424,Standard,24.0,High,Medium
16.0,Media_Manager,43905.516779889076,3114.117848686765,4,4,29.0,7.0,23,7.0,13.429546385929392,6.0,Standard,1.3426235095912251,34.46882801144389,Yes,150.46997572064905,86.51111699856435,Poor,11.0,Missing,Medium
49.0,Musician,127202.57424868422,10409.233175365565,2,3,10.0,4.0,15,9.0,11.758759975591609,7.0,Standard,0.8548864520323531,34.01343251351029,No,430.0973268975226,1085.4880033292852,Good,31.0,Missing,Missing
36.0,Entrepreneur,107043.41275262358,7589.235500608495,4,3,10.0,3.0,25,7.0,7.432284818859804,1.0,Standard,1.3390551074044263,41.04180327084855,No,81.72591896431524,100.25884495575622,Good,19.0,High,Medium
19.0,Doctor,99103.76467046895,5434.086145550412,4,5,9.0,1.0,10,13.0,4.512992482069122,4.0,Good,0.9659070693714616,28.614648944593412,NM,367.4643132473806,671.6410658724845,Good,29.0,High,Large
18.0,Doctor,17596.731114380473,1580.6484821166503,5,6,15.0,7.0,30,15.0,15.570183559119975,11.0,Standard,0.624858915590631,41.304706112291825,Yes,50.7227917158813,306.2209980716818,Good,6.0,High,Small
37.0,Media_Manager,133829.2528000775,7060.47565992752,4,3,8.0,0.0,26,4.0,6.3384539243054325,3.0,Good,0.4337548636579351,31.46654686783232,No,579.1123926924008,660.3566337662612,Good,32.0,High,Medium
23.0,Doctor,113835.28070732835,10782.365987241694,3,6,8.0,5.0,24,13.0,10.86018459965187,2.0,Standard,0.4686486117859106,23.98976038278008,Yes,243.46075142607387,523.7467506722339,Standard,19.0,High,Medium
41.0,Scientist,21204.724263633485,1465.2977440318577,7,9,15.0,4.0,24,16.0,5.600736934882049,12.0,Standard,1.9554470809224642,24.66244087755609,Yes,127.77360095318127,325.32553077178926,Poor,20.0,Low,Small
38.0,Engineer,68643.3809368423,9627.299389068248,4,4,13.0,2.0,13,8.0,2.6008805162028574,3.0,Good,0.7170283987526446,27.008549193490374,No,257.1602672861237,639.5899347454872,Standard,26.0,Low,Medium
27.0,Teacher,39622.24795647559,2403.1906733401574,3,5,10.0,4.0,12,10.0,4.588503679131829,0.0,Good,1.3472068029284787,27.898954294141326,No,179.38608598099535,519.9319628520818,Standard,22.0,High,Small
20.0,Scientist,81847.7554730511,6377.2189961887025,6,8,24.0,7.0,40,24.0,18.97586525242269,15.0,Bad,4.4186642542349235,26.983553407829827,Yes,280.01882793500005,281.40298336143127,Poor,16.0,High,Small
23.0,Mechanic,7005.93,760.0799039889182,10,9,29.0,7.0,24,23.0,3.105026382795718,9.0,Bad,3.2134248911907646,37.93997297535894,Yes,87.57970490087688,252.32297501144748,Poor,5.0,Low,Small
31.0,Scientist,35338.96705309589,3120.0319693506335,5,3,15.0,4.0,21,4.0,11.286021753554564,4.0,Standard,1.2353765227428875,36.44729813073633,Yes,28.806142519109482,303.9643857637342,Poor,21.0,Low,Small
43.0,Musician,18550.54855893456,1279.4419736060474,5,3,8.0,0.0,1,11.0,7.7089984752181495,6.0,Standard,0.10842257936820862,33.681081912873275,NM,59.12613398568962,396.5386849649771,Standard,22.0,High,Large
51.0,Musician,81727.47483574641,6765.948360770563,4,2,11.0,1.0,12,4.0,8.308274721418968,2.0,Good,0.9640690784721323,40.22849907840342,No,224.30584427591415,610.6364321121332,Good,18.0,Low,Medium
28.0,Architect,18504.451769853236,1459.9225737039737,9,5,19.0,3.0,25,19.0,0.5101179574240631,11.0,Bad,3.2377336185299295,31.39336903095425,NM,118.19966511155388,335.37867887219545,Poor,15.0,Low,Large
36.0,Media_Manager,45468.23973316839,4065.0577212266094,7,9,26.0,5.0,24,10.0,17.962319413204195,15.0,Standard,1.8478043899891015,27.159364677274613,Yes,132.83501936063757,385.29632698209167,Poor,15.0,High,Large
19.0,Entrepreneur,15509.761362090325,1932.3630995827243,1,4,1.0,0.0,3,1.0,2.3879364656383832,3.0,Good,0.9310313138202058,36.686738584820645,No,131.7408701444553,222.60313912771701,Good,31.0,Low,Small
37.0,Accountant,95305.19599286866,1374.4656229513746,1,5,5.0,2.0,7,5.0,2.0057843027768194,2.0,Good,0.39619405960590437,36.81063534711293,No,119.40773693934533,1018.6029878313707,Poor,26.0,Missing,Small
33.0,Architect,10210.26302309885,2743.2971291278654,6,10,15.0,4.0,27,7.0,18.353860197101007,9.0,Standard,1.6099142682839847,37.01055841440949,Yes,99.59401871147723,303.0498261477052,Poor,5.0,Low,Large
24.0,Engineer,31614.09347778783,2596.3934046263576,10,6,30.0,7.0,21,16.0,7.5994701541817165,8.0,Bad,3.3326773498915165,31.233400009473968,Yes,177.7244699954174,261.21701723615325,Poor,15.0,Low,Small
20.0,Accountant,19440.805734372436,2535.792946774811,6,5,18.0,2.0,22,15.0,10.916859856932973,5.0,Standard,0.36175626158873214,37.18353873978726,Yes,131.95518721505928,311.3766763480396,Standard,13.0,High,Medium
45.0,Lawyer,36611.56470892033,6927.178912310297,3,2,2.0,0.0,5,0.0,7.475334923572277,2.0,Good,0.5180754640693968,27.19917004443619,No,144.2043354519522,390.5949960429257,Good,24.0,Low,Medium
49.0,Musician,30992.10118928867,2686.2428193008436,8,7,2.0,3.0,26,13.0,1.1884222621017801,4.0,Standard,0.2222924872893165,29.534932419497647,NM,332.8616762645429,204.12793578671875,Standard,26.0,Low,Small
24.0,Teacher,10172.915735721152,863.2989463001112,10,9,17.0,6.0,42,21.0,24.791469544057477,12.0,Bad,2.9330800059871596,24.34508166489954,Yes,56.660139604547034,208.9821731861973,Good,0.0,Low,Large
44.0,Teacher,32136.788707264306,2501.9193950708486,7,4,13.0,4.0,28,18.0,8.54719985543594,2.0,Standard,0.3611824626815808,29.496921241807293,No,63.68035683615691,211.35464651763954,Standard,20.0,High,Small
31.0,Writer,8642.346105227272,875.7688259635623,10,8,33.0,3.0,29,17.0,7.179609232679342,8.0,Standard,2.595867225377961,36.95354022978535,Yes,99.20166821246377,313.128269125007,Poor,13.0,High,Large
37.0,Developer,17749.73288723611,2583.4494457653404,5,6,4.0,4.0,10,9.0,8.23129646440497,0.0,Good,0.08944575690125783,25.465609330643705,NM,29.86230006015569,235.9482744813011,Good,28.0,High,Medium
39.0,Engineer,122518.85376710293,6751.281036956349,4,4,9.0,3.0,11,6.0,8.884658889069454,9.0,Good,1.3353531101212062,36.75818033436474,No,191.21976966077878,984.9302721534991,Good,21.0,Missing,Missing
25.0,Developer,71211.50974144567,1184.7318936461654,7,5,8.0,2.0,59,14.0,0.29688230232244317,14.0,Good,1.1807185926088553,31.794033500479333,No,378.0622767844282,297.5311914058223,Poor,17.0,Missing,Missing
34.0,Writer,70151.24241770346,6631.788743544684,7,8,18.0,7.0,31,23.0,27.02376608015294,10.0,Bad,1.1381212039096402,39.955713671867535,Yes,322.03448881495314,637.5978727864862,Standard,7.0,High,Large
45.0,Scientist,8720.2681338581,1197.87740905454,6,5,29.0,8.0,33,14.0,3.2369727413373433,9.0,Bad,3.744545666842822,34.277557270663564,Yes,91.64851626738205,307.74345680214424,Poor,6.0,Missing,Small
25.0,Writer,19392.54402590277,1511.2318608847654,6,5,33.0,3.0,61,16.0,1.1105259355499122,11.0,Bad,1.5139527861381916,25.072644533778732,Yes,110.2219924683103,276.009618189232,Poor,10.0,Low,Large
17.0,Engineer,37176.836389680604,2566.9014256242026,5,4,7.0,4.0,9,8.0,3.3223968689595478,4.0,Good,1.0335789094795684,30.002410887654037,No,61.56382282745005,478.1990448209704,Good,17.0,High,Medium
40.0,Media_Manager,78105.046768581,6949.644243925394,2,3,12.0,2.0,5,9.0,3.509586901836774,3.0,Good,1.4285958864495516,30.523890304362197,No,308.21845154222893,505.5103648015197,Good,20.0,High,Large
34.0,Developer,39999.356418715375,1249.2851311294564,9,9,23.0,5.0,65,29.0,8.071558999737292,10.0,Bad,4.726328928792531,32.4674372580882,Yes,78.65761387314099,322.9290870104688,Poor,4.0,Low,Medium
26.0,Manager,109932.78191552885,9464.41426636708,1,7,1.0,3.0,1,6.0,1.7869696556014902,3.0,Good,0.5151777581572483,36.79258051354692,No,294.4507571883686,891.0058124608934,Standard,16.0,High,Large
19.0,Journalist,148841.56,5678.686307614073,1,6,5.0,0.0,20,1.0,4.17909311830531,5.0,Good,1.1854644941200967,40.545511016461965,No,327.7574765047048,932.6678085536361,Poor,23.0,High,Medium
41.0,Musician,138055.13461024457,10801.778341167386,5,1,2.0,2.0,26,9.0,7.222140491744195,3.0,Standard,1.3192908854382412,28.205814705299566,No,349.2793789880519,748.2524946239164,Standard,25.0,Low,Small
19.0,Media_Manager,54146.84981689842,5439.103089877572,7,10,22.0,7.0,21,9.0,8.165880764573194,6.0,Standard,2.23351049511076,38.44724334109211,Yes,177.82838031633156,292.88989215172217,Poor,18.0,High,Large
38.0,Journalist,66049.57554288168,4743.144734484908,6,9,25.0,5.0,61,19.0,14.825729770570714,6.0,Bad,2.5911361446606533,34.19598043433676,Yes,244.37310750407232,285.5428532175329,Poor,9.0,High,Large
15.0,Developer,19788.632215881997,1973.7544813108948,9,4,12.0,5.0,33,18.0,17.69599359033908,8.0,Standard,2.4521385894290555,38.29988794866339,Yes,130.630726954633,262.51488833889505,Standard,10.0,Low,Large
36.0,Scientist,17207.449193575176,647.7048900200173,3,7,13.0,2.0,12,0.0,6.552335924505306,4.0,Good,0.7073927983349885,37.54929887924186,No,42.23910141112138,278.6672005821103,Poor,25.0,Low,Medium
45.0,Manager,80319.09389353593,6488.110494354124,5,4,9.0,1.0,24,7.0,6.595263775581335,4.0,Good,0.31563084019310006,37.0862064062385,No,273.45727133593164,654.8326220601093,Good,24.0,High,Medium
34.0,Media_Manager,20389.377957720895,1713.6274030739385,5,5,11.0,4.0,12,7.0,3.3418338027446843,3.0,Good,1.03541502328785,32.474178399104815,No,71.80749417398819,346.26066696031194,Good,30.0,Low,Medium
26.0,Writer,18071.640096284165,3818.044965640399,10,7,30.0,7.0,32,16.0,16.826648978604336,10.0,Bad,2.2796129734718367,33.82790311570937,Yes,241.71580149574126,100.37552888763165,Poor,10.0,Missing,Missing
19.0,Doctor,12679.316340315048,736.1465759150453,9,5,32.0,7.0,31,17.0,28.038550463595957,8.0,Bad,3.3018372609398168,40.66471699240781,Yes,68.69443775956444,268.0616245439861,Standard,16.0,Missing,Missing
37.0,Teacher,137635.97243333046,7607.216026200411,3,4,8.0,1.0,15,6.0,3.771118716791648,1.0,Good,0.4797817178715927,30.2411417199579,No,565.8203252355424,729.6333510936515,Good,31.0,Low,Medium
31.0,Journalist,114251.68964596142,10038.520441742312,3,3,11.0,0.0,1,6.0,10.98789993059595,4.0,Good,0.20814509327004205,37.85862988381765,Yes,484.1644120925316,359.98774959946473,Standard,23.0,Missing,Missing
23.0,Developer,10010.901612074156,620.8902648086809,0,6,12.0,3.0,8,5.0,14.776451826689186,4.0,Good,1.2950884273444703,39.03641411516384,No,32.75616236751992,327.3534347916934,Poor,19.0,High,Large
36.0,Developer,28078.366259776485,2125.660883604535,1,6,19.0,4.0,22,12.0,1.072491066976278,3.0,Standard,1.4270328320277483,28.442819310358747,No,275.7690389515581,300.42550593918696,Standard,24.0,Low,Small
31.0,Teacher,108942.42633518261,11130.980944277784,7,7,18.0,4.0,14,17.0,11.720862945863539,3.0,Standard,0.1106129633026621,39.69133709887294,Yes,422.36433802328656,790.0778969272752,Standard,29.0,High,Large
34.0,Teacher,19541.548290125622,1431.8995231965032,4,3,4.0,7.0,22,3895.0,14.135230049135531,6.0,Standard,0.05546109087861295,26.679757587509304,Yes,318.0475070763212,256.0908105161655,Standard,11.0,High,Small
47.0,Musician,9143.098803398809,1050.2128608286523,8,7,20.0,2.0,25,18.0,16.700869007521955,6.0,Standard,1.0543851353797364,39.169575242706244,Yes,151.53504652393573,274.7967138940731,Standard,6.0,High,Small
18.0,Engineer,19456.163404599327,1612.7891097761747,5,6,8.0,1.0,21,4.0,9.066552101414855,1.0,Good,1.1307626334871304,40.839053399744365,No,89.05827214623005,176.6843592813187,Standard,20.0,Low,Small
25.0,Manager,20490.62400609074,1565.546384474198,6,6,16.0,0.0,20,13.0,17.53310739033458,5.0,Standard,0.2715371149978779,37.269682811153885,Yes,86.12529228351485,318.9224441412271,Good,24.0,High,Small
47.0,Entrepreneur,38355.39035139828,2690.067680650501,4,5,4.0,2.0,13,4.0,0.31726568055177173,3.0,Good,0.6082081990471628,36.48473838042747,No,165.3772682484488,240.05751960136058,Poor,7.0,Low,Small
29.0,Media_Manager,18633.525800355965,1505.1277955290263,7,10,26.0,6.0,53,18.0,25.40360355467059,9.0,Bad,1.6173049752315303,39.14207535592324,Yes,100.80778801156337,289.23361129343334,Poor,13.0,Low,Medium
17.0,Scientist,40710.379339140585,1466.4411425204971,7,9,33.0,7.0,40,17.0,4.60889400314297,9.0,Standard,2.4602060680668156,28.595880488159054,Yes,136.54410318980385,300.47249256583416,Poor,10.0,Low,Small
20.0,Developer,14937.567243162881,1284.6639011780433,3,7,3.0,1.0,21,12.0,11.120455988259538,12.0,Standard,1.1796769023448932,34.82443925212817,Yes,65.44634484633036,250.24040205267704,Good,21.0,Missing,Small
54.0,Writer,93329.64634151166,7873.4483621453155,5,4,2.0,0.0,13,1.0,3.5752441596568096,4.0,Good,1.1327873784417541,36.0406859768255,No,190.45624743630302,754.8342435660835,Good,26.0,Low,Large
24.0,Accountant,41449.42763945203,5321.535602977405,0,2,2.0,4.0,9,5.0,4.992733182821943,0.0,Good,0.6876066678328727,24.62162594587583,No,150.4329848121766,192.9946832700561,Good,17.0,Low,Large
54.0,Manager,65321.00366758533,4362.906827636775,5,3,12.0,3.0,5,8.0,7.556980475193641,3.0,Good,0.5218430614458404,31.68046193615954,No,213.3206646096304,500.4226627498592,Good,22.0,Low,Large
47.0,Media_Manager,60901.546222468554,7831.361900027611,3,1,10.0,1.0,4,2.0,0.8353997361269572,1.0,Good,0.2090431558146201,35.42938896825558,No,473.3008334111281,667.6775901833403,Good,23.0,High,Small
43.0,Writer,43053.7216165224,1764.461752739464,2,5,8.0,1.0,9,4.0,3.7973870985224827,3.0,Good,1.325858896492694,30.45269105115273,No,947.7818732227486,860.0457277632639,Good,24.0,Missing,Missing
24.0,Mechanic,100371.35943706328,10956.676307535017,4,5,11.0,0.0,13,0.0,2.1577672305802853,4.0,Good,1.2324097624350694,29.418108160286756,No,526.7470517836074,855.545472120434,Poor,32.0,High,Medium
28.0,Mechanic,47007.263580386876,4670.498568459235,6,9,21.0,8.0,51,20.0,1.495392251677269,10.0,Bad,4.134540762789934,25.402037410712456,Yes,73.54977724478434,334.0051272898892,Poor,1.0,High,Small
27.0,Manager,74705.36626294514,2724.7848336063926,5,4,15.0,5.0,31,16.0,11.637428229434015,10.0,Standard,1.751474980588064,40.18850946549155,Yes,145.5912752522575,327.9002502083517,Standard,18.0,Low,Medium
51.0,Accountant,135300.28582136089,9523.014944278573,3,1,7.0,2.0,6,6.0,8.2113285978043,0.0,Good,0.24711316236660602,27.33230459774576,No,367.4010216009018,950.951683209191,Good,15.0,High,Medium
45.0,Manager,36323.92557972189,3075.8870601385565,6,6,13.0,4.0,20,17.0,3.3391640614720757,3.0,Standard,0.39451579111109647,25.650522814048433,NM,155.21926349041908,332.69345112588826,Standard,25.0,Low,Small
20.0,Engineer,37577.71151768067,2560.3849872212204,8,7,23.0,5.0,27,17.0,3.7192784152835885,15.0,Bad,1.4661897066651932,26.522097800021,Yes,121.1540420433211,98.42938031333894,Poor,5.0,Low,Small
42.0,Accountant,110666.53567462091,12373.299153409902,3,4,3.0,2.0,7,0.0,3.9274523697392194,2.0,Good,0.7057713812110227,29.47989508596588,No,168.22178395454245,785.0807625003479,Good,16.0,Missing,Missing
31.0,Mechanic,131315.37661578332,1968.1906576960616,4,7,5.0,4.0,14,5.0,8.677135777707054,4.0,Good,0.03330995869705365,32.019300050117145,No,414.41483849998394,369.1307493077597,Good,24.0,High,Medium
33.0,Writer,19205.88532065845,1650.7851003897863,10,3,22.0,4.0,18,15.0,15.160209411768204,6.0,Standard,2.1227069622307706,32.76350592278701,Yes,115.91335731114401,319.1664856600463,Poor,18.0,Low,Large
31.0,Musician,33380.44800190968,2758.8626309050637,3,6,6.0,2.0,16,18.0,10.867464548724838,0.0,Standard,0.5442827010144278,35.08419710027907,Yes,168.72883628208837,342.9223441282884,Standard,33.0,High,Small
45.0,Doctor,84338.5650251796,8210.412747474998,0,7,2.0,4.0,19,5.0,1.862329618176319,4.0,Good,0.8416654865436803,33.4466647841498,No,185.4565842484401,302.8050260611838,Good,29.0,Low,Small
